"account_id","transaction_type","amount","currency","device_id","location","created_at","is_fraud","fraud_score","metadata_json","fraud_pattern"
"ZW-EC-00341","p2p_transfer","163.86","ZWL","dev-90322","Mutare","2026-03-10T17:03:53.701753+00:00","0","0.1059","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00369","cash_in","23.9","ZWL","dev-22449","Mutare","2026-03-10T20:57:55.701753+00:00","0","0.0814","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00176","p2p_transfer","113.14","USD","dev-42842","Chinhoyi","2026-02-19T18:50:59.701753+00:00","0","0.0354","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00173","p2p_transfer","5.69","ZWL","dev-38250","Kwekwe","2026-02-21T05:25:20.701753+00:00","0","0.1689","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00214","merchant_payment","95.61","USD","dev-87890","Harare","2026-02-23T22:28:33.701753+00:00","0","0.1487","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00107","p2p_transfer","188.61","USD","dev-36718","Mutare","2026-02-26T07:13:39.701753+00:00","0","0.0891","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00404","cash_in","77.45","USD","dev-34916","Kitwe","2026-02-25T12:51:35.701753+00:00","0","0.0953","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00153","cash_out","103.82","USD","dev-98201","Gweru","2026-03-10T11:52:51.701753+00:00","0","0.0796","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00235","cash_out","37.83","USD","dev-23989","Bulawayo","2026-03-05T16:29:24.701753+00:00","0","0.1295","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00407","p2p_transfer","4.12","USD","dev-12686","Kadoma","2026-01-31T12:55:18.701753+00:00","0","0.0681","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00383","cash_out","60.24","USD","dev-77393","Mutare","2026-02-26T11:21:48.701753+00:00","0","0.1564","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00323","p2p_transfer","99.47","USD","dev-95787","Lusaka","2026-02-12T18:20:51.701753+00:00","0","0.1727","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00366","bill_payment","200.83","USD","dev-46898","Gweru","2026-03-08T15:44:11.701753+00:00","0","0.0272","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00015","p2p_transfer","330.45","ZWL","dev-73023","Kadoma","2026-03-13T16:04:08.701753+00:00","0","0.0591","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00194","bill_payment","62.77","ZWL","dev-40652","Gweru","2026-02-01T04:56:04.701753+00:00","0","0.1237","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00348","p2p_transfer","135.76","USD","dev-70073","Gweru","2026-01-30T16:35:39.701753+00:00","0","0.1721","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00391","p2p_transfer","18.73","USD","dev-45502","Masvingo","2026-03-07T11:33:36.701753+00:00","0","0.1062","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00410","bill_payment","19.0","USD","dev-52847","Lusaka","2026-02-08T20:15:56.701753+00:00","0","0.1699","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00336","bill_payment","41.25","USD","dev-45363","Masvingo","2026-03-11T04:23:04.701753+00:00","0","0.1547","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00046","cash_out","34.62","USD","dev-12052","Mutare","2026-02-04T18:23:38.701753+00:00","0","0.0883","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00015","p2p_transfer","51.26","ZWL","dev-73023","Kadoma","2026-02-17T08:53:35.701753+00:00","0","0.1242","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00310","merchant_payment","55.57","ZWL","dev-86673","Bulawayo","2026-03-01T04:44:18.701753+00:00","0","0.1377","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00190","p2p_transfer","102.65","USD","dev-15229","Kadoma","2026-02-25T04:50:50.701753+00:00","0","0.0377","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00064","cash_out","15.08","USD","dev-33621","Gweru","2026-02-24T22:54:03.701753+00:00","0","0.0765","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00003","p2p_transfer","21.71","USD","dev-78501","Kwekwe","2026-02-05T03:11:10.701753+00:00","0","0.0966","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00053","cash_out","40.4","USD","dev-35310","Bulawayo","2026-02-24T00:05:14.701753+00:00","0","0.126","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00147","merchant_payment","118.94","ZWL","dev-77066","Chinhoyi","2026-02-01T14:06:07.701753+00:00","0","0.0364","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00058","cash_out","252.2","USD","dev-56354","Kadoma","2026-03-06T20:16:58.701753+00:00","0","0.1605","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00049","cash_out","23.61","USD","dev-52613","Chinhoyi","2026-02-08T21:47:32.701753+00:00","0","0.0319","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00058","p2p_transfer","209.78","USD","dev-56354","Kadoma","2026-02-05T22:14:34.701753+00:00","0","0.0886","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00285","p2p_transfer","64.03","USD","dev-87307","Kitwe","2026-02-06T08:13:40.701753+00:00","0","0.1737","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00357","p2p_transfer","38.68","USD","dev-12090","Kwekwe","2026-02-01T07:33:08.701753+00:00","0","0.1712","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00369","p2p_transfer","19.33","USD","dev-22449","Mutare","2026-03-12T17:41:36.701753+00:00","0","0.1234","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00240","merchant_payment","165.05","ZWL","dev-19170","Gweru","2026-03-09T00:50:01.701753+00:00","0","0.1112","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00358","p2p_transfer","42.62","USD","dev-64919","Kitwe","2026-02-20T23:23:08.701753+00:00","0","0.1168","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00270","p2p_transfer","199.76","ZWL","dev-90763","Harare","2026-03-15T09:01:45.701753+00:00","0","0.1042","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00090","cash_in","4.6","USD","dev-23825","Harare","2026-03-02T23:01:25.701753+00:00","0","0.0459","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00038","p2p_transfer","34.04","USD","dev-28212","Mutare","2026-02-07T00:47:26.701753+00:00","0","0.1272","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00143","merchant_payment","9.55","USD","dev-31469","Kitwe","2026-03-01T00:46:49.701753+00:00","0","0.0709","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00075","merchant_payment","34.04","USD","dev-69657","Chinhoyi","2026-02-27T03:11:35.701753+00:00","0","0.0424","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00195","p2p_transfer","84.84","ZWL","dev-19448","Chinhoyi","2026-03-07T01:56:58.701753+00:00","0","0.1675","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00125","cash_in","29.62","ZWL","dev-42776","Kwekwe","2026-03-07T15:40:17.701753+00:00","0","0.0631","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00218","merchant_payment","11.7","USD","dev-90606","Kadoma","2026-03-07T16:58:18.701753+00:00","0","0.0369","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00135","p2p_transfer","100.79","USD","dev-375595","Kitwe","2026-03-13T04:36:14.701753+00:00","1","0.7543","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""device_location_change"", ""seed"": 42}","device_location_change"
"ZW-EC-00238","bill_payment","344.63","USD","dev-70713","Chinhoyi","2026-02-15T07:47:52.701753+00:00","0","0.0208","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00200","cash_in","63.6","USD","dev-34946","Chinhoyi","2026-02-24T14:48:28.701753+00:00","0","0.1191","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00003","p2p_transfer","26.77","USD","dev-78501","Kwekwe","2026-03-10T20:04:53.701753+00:00","0","0.02","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00107","p2p_transfer","73.23","USD","dev-36718","Mutare","2026-02-10T04:36:17.701753+00:00","0","0.1237","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00352","p2p_transfer","75.15","USD","dev-22478","Kwekwe","2026-02-09T02:45:22.701753+00:00","0","0.1286","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00015","p2p_transfer","131.77","ZWL","dev-81812","Kadoma","2026-03-11T00:22:39.701753+00:00","0","0.1637","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00088","cash_in","23.64","USD","dev-84218","Bulawayo","2026-01-30T10:30:06.701753+00:00","0","0.0892","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00078","merchant_payment","67.86","USD","dev-47719","Kadoma","2026-02-23T11:23:37.701753+00:00","0","0.0839","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00148","merchant_payment","57.94","USD","dev-23969","Masvingo","2026-02-11T18:17:12.701753+00:00","0","0.0313","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00003","cash_out","13.87","USD","dev-78501","Kwekwe","2026-02-02T01:58:21.701753+00:00","0","0.0829","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00395","cash_out","14.88","USD","dev-17738","Kwekwe","2026-02-24T03:24:00.701753+00:00","0","0.1448","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00404","bill_payment","88.63","USD","dev-47678","Mutare","2026-03-10T16:56:34.701753+00:00","0","0.052","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00117","cash_out","124.01","USD","dev-63106","Kwekwe","2026-02-16T23:30:19.701753+00:00","0","0.0403","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00361","p2p_transfer","131.22","USD","dev-31978","Lusaka","2026-03-07T14:31:20.701753+00:00","0","0.0836","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00179","cash_out","124.79","ZWL","dev-10965","Gweru","2026-02-27T11:40:26.701753+00:00","0","0.1671","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00099","bill_payment","169.54","ZWL","dev-85920","Lusaka","2026-02-10T12:21:04.701753+00:00","0","0.0916","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00236","bill_payment","138.7","USD","dev-60533","Harare","2026-03-14T03:25:54.701753+00:00","0","0.0993","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00259","merchant_payment","117.11","USD","dev-10426","Masvingo","2026-02-01T12:20:56.701753+00:00","0","0.0142","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00008","p2p_transfer","167.39","USD","dev-41906","Kwekwe","2026-03-05T21:03:46.701753+00:00","0","0.0119","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00143","p2p_transfer","17.7","USD","dev-31469","Kitwe","2026-03-02T09:17:27.701753+00:00","0","0.152","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00099","cash_out","117.54","USD","dev-21897","Mutare","2026-02-04T01:26:08.701753+00:00","0","0.1455","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00297","p2p_transfer","26.38","USD","dev-24658","Gweru","2026-03-07T05:34:44.701753+00:00","0","0.1315","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00368","bill_payment","52.49","USD","dev-40251","Gweru","2026-02-20T03:06:35.701753+00:00","0","0.079","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00208","bill_payment","926.29","USD","dev-54072","Kitwe","2026-03-06T08:40:48.701753+00:00","1","0.8848","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""amount_spike"", ""seed"": 42}","amount_spike"
"ZW-EC-00306","cash_out","20.96","ZWL","dev-95768","Gweru","2026-03-04T23:20:37.701753+00:00","0","0.0863","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00078","p2p_transfer","90.62","USD","dev-47719","Kwekwe","2026-03-09T23:06:22.701753+00:00","0","0.0396","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00091","cash_out","9.69","USD","dev-14985","Kwekwe","2026-02-25T17:32:53.701753+00:00","0","0.0519","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00261","p2p_transfer","23.71","USD","dev-32883","Mutare","2026-02-21T21:36:46.701753+00:00","0","0.081","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00241","cash_out","12.35","USD","dev-56145","Kwekwe","2026-02-19T01:29:25.701753+00:00","0","0.0964","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00263","merchant_payment","31.15","USD","dev-83183","Kwekwe","2026-02-19T23:51:10.701753+00:00","0","0.0445","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00222","bill_payment","114.1","USD","dev-17632","Kadoma","2026-03-02T06:09:38.701753+00:00","0","0.1001","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00172","bill_payment","12.03","ZWL","dev-35254","Harare","2026-02-23T15:57:43.701753+00:00","0","0.1092","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00103","cash_out","39.98","ZWL","dev-44657","Kwekwe","2026-02-22T09:22:29.701753+00:00","0","0.1249","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00200","bill_payment","92.12","USD","dev-30790","Chinhoyi","2026-02-18T08:35:04.701753+00:00","0","0.1579","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00126","cash_out","85.34","USD","dev-23300","Kitwe","2026-02-13T19:43:59.701753+00:00","0","0.1583","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00086","cash_out","29.29","ZWL","dev-77140","Kitwe","2026-03-09T14:36:19.701753+00:00","0","0.087","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00353","merchant_payment","34.94","ZWL","dev-91928","Chinhoyi","2026-03-08T19:04:40.701753+00:00","0","0.1045","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00127","cash_out","77.64","USD","dev-44498","Kwekwe","2026-02-15T17:04:09.701753+00:00","0","0.0617","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00286","merchant_payment","106.54","ZWL","dev-52281","Gweru","2026-01-30T06:26:46.701753+00:00","0","0.1264","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00011","merchant_payment","59.63","USD","dev-77027","Kitwe","2026-02-21T15:54:37.701753+00:00","0","0.0827","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00254","bill_payment","53.05","USD","dev-51468","Masvingo","2026-02-15T00:54:27.701753+00:00","0","0.1622","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00181","p2p_transfer","93.37","USD","dev-30149","Kitwe","2026-02-19T01:11:13.701753+00:00","0","0.0235","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00176","cash_out","324.66","USD","dev-42842","Chinhoyi","2026-02-16T11:19:25.701753+00:00","0","0.1616","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00208","p2p_transfer","151.0","USD","dev-54072","Kitwe","2026-02-05T03:22:23.701753+00:00","0","0.113","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
"ZW-EC-00064","merchant_payment","13.0","USD","dev-252321","Masvingo","2026-02-28T00:46:16.701753+00:00","1","0.8009","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""device_location_change"", ""seed"": 42}","device_location_change"
"ZW-EC-00133","bill_payment","30.21","USD","dev-84285","Kwekwe","2026-02-02T12:56:49.701753+00:00","0","0.013","{""source"": ""synthetic_generator"", ""fraud_pattern"": ""none"", ""seed"": 42}","none"
